vehicle_id,lane,speed,frame_start,frame_end,initial_frame,x,y,w,h,moto,plate,radar,sema
420,2,26.9,21495,21535,21495,891,784,105,29,False,True,True,False
421,1,21.03,21597,21637,21597,60,887,115,28,False,True,True,False
422,2,32.53,21610,21650,21610,940,882,107,22,False,True,True,False
423,2,34.72,21651,21691,21651,856,883,123,36,False,True,True,False
424,3,50.29,21666,21706,21666,1717,896,105,29,False,True,True,False
425,2,37.63,21697,21737,21697,805,882,123,28,False,True,True,False
426,1,29.8,21708,21748,21708,37,858,127,35,False,True,True,False
427,2,35.68,21736,21776,21736,811,835,109,29,False,True,True,False
428,2,36.68,21769,21809,21769,483,647,139,36,False,True,True,False
429,2,32.32,21793,21833,21793,845,912,108,34,False,True,True,False
430,3,40.42,21797,21837,21797,1725,885,97,25,False,True,True,False
431,3,39.23,21812,21852,21812,1550,836,110,34,False,True,True,False
432,3,36.3,21848,21888,21848,1797,909,107,32,False,True,True,False
433,2,40.95,21849,21889,21849,797,851,109,25,False,True,True,False
434,3,39.1,21879,21919,21879,1667,897,104,29,False,True,True,False
435,3,39.73,21915,21955,21915,1638,883,111,29,False,True,True,False
436,2,41.29,21944,21984,21944,750,865,117,29,False,True,True,False
437,3,40.67,21978,22018,21978,1632,863,107,29,False,True,True,False
438,2,44.85,22005,22045,22005,789,874,104,32,False,True,True,False
439,3,42.5,22009,22049,22009,1638,883,111,28,False,True,True,False
440,1,47.47,22020,22060,22020,116,822,118,29,False,True,True,False
441,2,41.34,22043,22083,22043,910,829,116,31,False,True,True,False
442,3,41.19,22061,22101,22061,1711,854,105,31,False,True,True,False
443,2,49.34,22104,22144,22104,776,865,111,28,False,True,True,False
444,3,41.99,22109,22149,22109,1624,855,107,34,False,True,True,False
445,1,54.41,22133,22173,22133,101,788,109,23,False,True,True,False
446,3,42.57,22148,22188,22148,1604,885,105,27,False,True,True,False
447,2,48.29,22164,22204,22164,837,877,111,31,False,True,True,False
448,1,56.03,22200,22240,22200,384,785,105,24,False,True,True,False
449,3,48.93,22201,22241,22201,1665,856,115,29,False,True,True,False
450,3,53.68,22270,22310,22270,1542,797,78,49,True,False,True,False
451,2,51.78,22285,22325,22285,780,925,109,27,False,True,True,False
452,1,52.98,22322,22362,22322,5,765,114,29,False,True,True,False
453,2,51.41,22341,22381,22341,849,812,103,28,False,True,True,False
454,3,47.51,22348,22388,22348,1643,863,122,30,False,True,True,False
455,2,54.15,22417,22457,22417,857,855,115,31,False,True,True,False
456,3,48.37,22467,22507,22467,1636,848,108,31,False,True,True,False
457,2,44.9,22489,22529,22489,855,871,107,32,False,True,True,False
458,3,45.52,22531,22571,22531,1603,825,109,34,False,True,True,False
459,2,16.45,23579,23619,23579,832,801,107,29,False,True,True,True
460,1,16.91,23591,23631,23591,102,752,107,29,False,True,True,True
461,1,19.04,23688,23728,23688,51,852,108,31,False,True,True,True
462,3,40.62,23738,23778,23738,1681,895,115,30,False,True,True,False
463,2,49.01,23759,23799,23759,900,861,102,28,False,True,True,False
464,2,53.29,23831,23871,23831,881,856,109,31,False,True,True,False
465,3,45.1,23838,23878,23838,1652,671,97,28,False,True,True,False
466,2,50.16,23884,23924,23884,784,820,111,27,False,True,True,False
467,3,48.59,23906,23946,23906,1769,891,95,30,False,True,True,False
468,3,54.23,23980,24020,23980,1704,892,107,30,False,True,True,False
469,2,58.68,23998,24038,23998,903,797,104,27,False,True,True,False
470,2,58.53,24037,24077,24037,862,887,116,28,False,True,True,False
471,3,54.13,24058,24098,24058,1620,865,101,34,False,True,True,False
472,2,58.1,24104,24144,24104,876,850,110,28,False,True,True,False
473,3,55.28,24121,24161,24121,1657,857,102,29,False,True,True,False
474,1,51.56,24154,24194,24154,177,841,114,28,False,True,True,False
475,3,61.64,24211,24251,24211,1760,605,89,27,False,True,True,False
476,1,52.27,24215,24255,24215,108,894,121,32,False,True,True,False
477,3,48.74,24255,24295,24255,1530,847,107,34,False,True,True,False
478,2,46.4,24331,24371,24331,776,912,108,29,False,True,True,False
479,2,55.84,24390,24430,24390,841,915,118,30,False,True,True,False
480,2,52.93,24436,24476,24436,771,911,124,31,False,True,True,False
481,3,57.62,24472,24512,24472,1685,900,116,31,False,True,True,False
482,1,50.72,24488,24528,24488,64,921,129,29,False,True,True,False
483,2,52.23,24518,24558,24518,858,852,118,24,False,True,True,False
484,3,47.95,24568,24608,24568,1731,915,96,30,False,True,True,False
485,3,49.08,24612,24652,24612,1611,837,108,25,False,True,True,False
486,3,52.21,24665,24705,24665,1658,848,109,28,False,True,True,False
487,2,51.85,24710,24750,24710,890,867,115,27,False,True,True,False
488,3,49.48,24722,24762,24722,1669,860,98,31,False,True,True,False
489,2,46.84,24764,24804,24764,824,904,103,30,False,True,True,False
490,3,51.29,24771,24811,24771,1688,828,108,28,False,True,True,False
491,1,55.52,24789,24829,24789,98,842,117,31,False,True,True,False
492,2,46.62,24795,24835,24795,847,868,116,30,False,True,True,False
493,1,51.69,24826,24866,24826,107,856,116,30,False,True,True,False
494,3,51.93,24851,24891,24851,1701,894,117,32,False,True,True,False
495,2,49.32,24874,24914,24874,870,721,54,34,True,True,True,False
496,1,48.84,24914,24954,24914,120,908,118,24,False,True,True,False
497,3,61.79,24989,25029,24989,1788,870,103,30,False,True,True,False
